names,Wikipedia  Names,Position,Joined Congress,ODU-WSDL,CSPAN,TweetCongress,Github,REMARK,congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
david rouzer,David Rouzer ,Rep,03-Jan-15,RepDavidRouzer,RepDavidRouzer,RepDavidRouzer,RepDavidRouzer,,116,House,21544,47,7,NC,200,,,"ROUZER, David",R000603,1972,,0.561,0.205,-114.82892,0.86644,801,44,,0.544,0.116
david schweikert,David Schweikert ,Rep,03-Jan-13,RepDavid,RepDavid,RepDavid,RepDavid,,116,House,21105,61,6,AZ,200,,,"SCHWEIKERT, David",S001183,1962,,0.574,-0.288,-198.65225,0.78227,809,90,,0.521,-0.312
david scott,David Scott ,Rep,03-Jan-03,RepDavidScott,RepDavidScott,RepDavidScott,RepDavidScott,,116,House,20321,44,13,GA,100,,,"SCOTT, David",S001157,1945,,-0.303,0.163,-23.44442,0.97123,803,5,,-0.361,0.123
david trone,David Trone ,Rep,03-Jan-19,repdavidtrone,repdavidtrone,repdavidtrone,repdavidtrone,,116,House,21978,52,6,MD,100,,,"TRONE, David",T000483,1955,,-0.278,0.155,-31.69343,0.96087,794,6,,-0.268,-0.038
dean phillips,Dean Phillips ,Rep,03-Jan-19,RepDeanPhillips,RepDeanPhillips,RepDeanPhillips,RepDeanPhillips,,116,House,21953,33,3,MN,100,,,"PHILLIPS, Dean",P000616,1969,,-0.279,0.155,-50.667,0.93944,811,13,,-0.235,0.073
deb haaland,Deb Haaland ,Rep,03-Jan-19,RepDebHaaland,RepDebHaaland,RepDebHaaland,RepDebHaaland,,116,House,21928,66,1,NM,100,,,"HAALAND, Deb",H001080,1960,,-0.332,-0.233,-20.64652,0.97474,807,9,,-0.324,-0.226
debbie dingell,Debbie Dingell ,Rep,03-Jan-15,RepDebDingell,RepDebDingell,RepDebDingell,RepDebDingell,,116,House,21529,23,12,MI,100,,,"DINGELL, Debbie",D000624,1953,,-0.406,-0.142,-21.49143,0.9732,791,9,,-0.396,-0.399
debbie lesko,Debbie Lesko ,Rep,07-May-18,RepDLesko,RepDLesko,RepDLesko,RepDLesko,,116,House,21757,61,8,AZ,200,,,"LESKO, Debbie",L000589,1958,,0.613,-0.09,-110.10195,0.87037,793,54,,0.591,0.019
debbie mucarsel-powell,Debbie Mucarsel-Powell ,Rep,03-Jan-19,RepDMP,RepDMP,RepDMP,RepDMP,,116,House,21947,43,26,FL,100,,,"MUCARSEL-POWELL, Debbie",M001207,1971,,-0.345,0.332,-34.25115,0.9584,806,20,,-0.345,0.333
debbie schultz,Debbie Wasserman Schultz,Rep,03-Jan-05,RepDWStweets,RepDWStweets,RepDWStweets,RepDWStweets,,116,House,20504,43,23,FL,100,,,"SCHULTZ, Debbie",W000797,1966,,-0.42,0.08,-26.67944,0.96679,790,7,,-0.356,0.108
dennis heck,Dennis Heck ,Rep,03-Jan-13,RepDennyHeck,RepDennyHeck,RepDennyHeck,RepDennyHeck,,116,House,21369,73,10,WA,100,,,"HECK, Dennis",H001064,1952,,-0.312,-0.128,-19.30426,0.9761,798,6,,-0.312,-0.199
denver riggleman,Denver Riggleman ,Rep,03-Jan-19,RepRiggleman,RepRiggleman,RepRiggleman,RepRiggleman,,116,House,21957,40,5,VA,200,,,"RIGGLEMAN, Denver",R000611,1970,,0.476,-0.018,-124.62104,0.84949,764,40,,0.478,-0.026
derek kilmer,Derek Kilmer ,Rep,03-Jan-13,RepDerekKilmer,RepDerekKilmer,RepDerekKilmer,RepDerekKilmer,,116,House,21368,73,6,WA,100,,,"KILMER, Derek",K000381,1974,,-0.31,-0.016,-31.85409,0.96139,809,16,,-0.415,0.37
devin nunes,Devin Nunes ,Rep,03-Jan-03,RepDevinNunes,RepDevinNunes,RepDevinNunes,RepDevinNunes,,116,House,20307,71,22,CA,200,,,"NUNES, Devin",N000181,1973,,0.45,0.223,-81.10016,0.90371,801,30,,0.462,0.366
diana degette,Diana DeGette ,Rep,03-Jan-97,RepDianaDeGette,RepDianaDeGette,RepDianaDeGette,RepDianaDeGette,,116,House,29710,62,1,CO,100,,,"DeGETTE, Diana",D000197,1957,,-0.431,-0.308,-18.22458,0.9775,801,8,,-0.4,-0.356
dina titus,Dina Titus ,Rep,03-Jan-13,RepDinaTitus,RepDinaTitus,RepDinaTitus,RepDinaTitus,,116,House,20927,65,1,NV,100,,,"TITUS, Dina",T000468,1950,,-0.303,-0.213,-20.59401,0.97424,789,8,,-0.374,-0.272
don bacon,Don Bacon ,Rep,03-Jan-17,repdonbacon,repdonbacon,repdonbacon,repdonbacon,,116,House,21701,35,2,NE,200,,,"BACON, Don",B001298,1963,,0.345,-0.022,-189.1186,0.79063,805,91,,0.382,-0.102
don beyer,Don Beyer ,Rep,03-Jan-15,RepDonBeyer,RepDonBeyer,RepDonBeyer,RepDonBeyer,,116,House,21554,40,8,VA,100,,,"BEYER, Don",B001292,1950,,-0.385,-0.052,-18.68423,0.97671,793,7,,-0.345,-0.198
don young,Don Young ,Rep,05-Dec-17,RepDonYoung,RepDonYoung,RepDonYoung,RepDonYoung,,116,House,14066,81,1,AK,200,,,"YOUNG, Don",Y000033,1933,,0.283,0.022,-225.61247,0.74545,768,84,,0.336,0.085
donald mceachin,Donald McEachin ,Rep,03-Jan-17,RepMcEachin,RepMcEachin,RepMcEachin,RepMcEachin,,116,House,21736,40,4,VA,100,,,"MCEACHIN, Donald",M001200,1961,2022,-0.381,-0.017,-38.3904,0.94487,677,15,,-0.301,-0.033
donald norcross,Donald Norcross ,Rep,12-Nov-14,DonaldNorcross,DonaldNorcross,DonaldNorcross,DonaldNorcross,,116,House,21536,12,1,NJ,100,,,"NORCROSS, Donald",N000188,1958,,-0.425,0.327,-28.44453,0.96515,802,7,,-0.395,-0.011
donald jr.,Donald Payne Jr.,Rep,15-Nov-12,RepDonaldPayne,RepDonaldPayne,RepDonaldPayne,RepDonaldPayne,,116,House,31103,12,10,NJ,100,,,"Jr., Donald",P000604,1958,,-0.52,-0.109,-28.05385,0.96319,748,8,,-0.51,-0.028
donna shalala,Donna Shalala ,Rep,03-Jan-19,RepShalala,RepShalala,RepShalala,RepShalala,,116,House,21963,43,27,FL,100,,,"SHALALA, Donna",S001206,1941,,-0.352,0.021,-17.13918,0.97901,808,6,,-0.351,0.018
doris matsui,Doris Matsui ,Rep,10-Mar-05,DorisMatsui,DorisMatsui,DorisMatsui,DorisMatsui,,116,House,20538,71,6,CA,100,,,"MATSUI, Doris",M001163,1944,,-0.435,-0.157,-28.34177,0.96536,804,9,,-0.42,0.083
doug collins,Doug Collins ,Rep,03-Jan-13,RepDougCollins,RepDougCollins,RepDougCollins,RepDougCollins,,116,House,21323,44,9,GA,200,,,"COLLINS, Doug",C001093,1966,,0.61,0.134,-81.58804,0.89601,743,31,,0.595,0.303
doug lamalfa,Doug LaMalfa ,Rep,03-Jan-13,RepLaMalfa,RepLaMalfa,RepLaMalfa,RepLaMalfa,,116,House,21302,71,1,CA,200,,,"LaMALFA, Doug",L000578,1960,,0.53,0.059,-122.15792,0.85606,786,51,,0.507,0.083
doug lamborn,Doug Lamborn ,Rep,03-Jan-07,RepDLamborn,RepDLamborn,RepDLamborn,RepDLamborn,,116,House,20704,62,5,CO,200,,,"LAMBORN, Doug",L000564,1954,,0.667,0.225,-73.17256,0.91111,786,31,,0.636,0.236
drew ferguson,Drew Ferguson ,Rep,03-Jan-17,RepDrewFerguson,RepDrewFerguson,RepDrewFerguson,RepDrewFerguson,,116,House,21717,44,3,GA,200,,,"FERGUSON, Drew",F000465,1966,,0.603,0.126,-118.36574,0.8615,794,50,,0.655,0.165
duncan hunter,Duncan D. Hunter,Rep,03-Jan-13,Rep_Hunter,Rep_Hunter,Rep_Hunter,Rep_Hunter,,116,House,20963,71,50,CA,200,,,"HUNTER, Duncan D.",H001048,1976,,0.539,0.085,-124.54558,0.79736,550,57,,0.637,-0.1
dusty johnson,Dusty Johnson ,Rep,03-Jan-19,RepDustyJohnson,RepDustyJohnson,RepDustyJohnson,RepDustyJohnson,,116,House,21935,37,1,SD,200,,,"JOHNSON, Dusty",J000301,1976,,0.436,0.23,-111.15881,0.87177,810,42,,0.474,0.111
dutch ruppersberger,Dutch Ruppersberger ,Rep,03-Jan-03,Call_Me_Dutch,Call_Me_Dutch,Call_Me_Dutch,Call_Me_Dutch,,116,House,20329,52,2,MD,100,,,"RUPPERSBERGER, Dutch",R000576,1946,,-0.296,0.131,-24.19806,0.97017,799,6,,-0.294,0.017
dwight evans,Dwight Evans ,Rep,14-Nov-16,RepDwightEvans,RepDwightEvans,RepDwightEvans,RepDwightEvans,,116,House,21566,14,3,PA,100,,,"EVANS, Dwight",E000296,1954,,-0.467,-0.101,-12.48355,0.98444,796,1,,-0.502,-0.076
earl blumenauer,Earl Blumenauer ,Rep,21-May-96,repblumenauer,repblumenauer,BlumenauerMedia,BlumenauerMedia,repblumenauer(CSPAN) BlumenauerMedia(REST),116,House,29588,72,3,OR,100,,,"BLUMENAUER, Earl",B000574,1948,,-0.427,-0.658,-27.63111,0.96605,800,11,,-0.473,-0.831
ed case,Ed Case ,Rep,03-Jan-19,RepEdCase,RepEdCase,RepEdCase,RepEdCase,,116,House,20322,82,1,HI,100,,,"CASE, Ed",C001055,1952,,-0.195,-0.088,-51.3436,0.93836,807,16,,-0.195,0.01
ed perlmutter,Ed Perlmutter ,Rep,03-Jan-07,RepPerlmutter,RepPerlmutter,RepPerlmutter,RepPerlmutter,,116,House,20705,62,7,CO,100,,,"PERLMUTTER, Ed",P000593,1953,,-0.282,0.072,-29.08088,0.96294,770,10,,-0.301,-0.033
eddie johnson,Eddie Bernice Johnson,Rep,03-Jan-93,RepEBJ,RepEBJ,RepEBJ,RepEBJ,,116,House,39305,49,30,TX,100,,,"JOHNSON, Eddie Bernice",J000126,1935,,-0.485,0.198,-22.5185,0.97193,791,9,,-0.405,0.011
elaine luria,Elaine Luria ,Rep,03-Jan-19,RepElaineLuria,RepElaineLuria,RepElaineLuria,RepElaineLuria,,116,House,21941,40,2,VA,100,,,"LURIA, Elaine",L000591,1975,,-0.206,0.426,-111.21009,0.87052,802,54,,-0.177,0.381
eleanor norton,Eleanor Holmes Norton,Rep,03-Jan-91,EleanorNorton,EleanorNorton,EleanorNorton,EleanorNorton,,116,House,21993,55,0,DC,100,,,"NORTON, Eleanor Holmes",N000147,1937,,-0.498,-0.046,-11.62153,0.94738,215,4,,-0.301,0.113
elijah cummings,Elijah Cummings ,Rep,16-Apr-96,RepCummings,RepCummings,RepCummings,RepCummings,,116,House,29587,52,7,MD,100,,,"CUMMINGS, Elijah Eugene",C000984,1951,2019,-0.438,-0.148,-14.38346,0.96718,431,7,,-0.385,-0.096
eliot engel,Eliot Engel ,Rep,03-Jan-89,RepEliotEngel,RepEliotEngel,RepEliotEngel,RepEliotEngel,,116,House,15603,13,16,NY,100,,,"ENGEL, Eliot",E000179,1947,,-0.408,-0.093,-23.72532,0.97078,800,9,,-0.45,-0.193
elise stefanik,Elise Stefanik ,Rep,03-Jan-15,RepStefanik,RepStefanik,RepStefanik,RepStefanik,,116,House,21541,13,21,NY,200,,,"STEFANIK, Elise M",S001196,1984,,0.263,-0.031,-161.52736,0.81901,809,76,,0.231,-0.02
elissa slotkin,Elissa Slotkin ,Rep,03-Jan-19,RepSlotkin,RepSlotkin,RepSlotkin,RepSlotkin,,116,House,21965,23,8,MI,100,,,"SLOTKIN, Elissa",S001208,1976,,-0.3,0.744,-101.74034,0.88196,810,41,,-0.3,0.776
emanuel cleaver,Emanuel Cleaver ,Rep,03-Jan-05,RepCleaver,RepCleaver,RepCleaver,RepCleaver,,116,House,20517,34,5,MO,100,,,"CLEAVER, Emanuel",C001061,1944,,-0.453,0.016,-36.05309,0.95455,775,13,,-0.453,0.003
eric swalwell,Eric Swalwell ,Rep,03-Jan-13,RepSwalwell,RepSwalwell,RepSwalwell,RepSwalwell,,116,House,21306,71,15,CA,100,,,"SWALWELL, Eric",S001193,1980,,-0.365,-0.092,-21.62966,0.96604,626,7,,-0.521,0.264
filemon jr.,Filemon Vela Jr.,Rep,03-Jan-13,RepFilemonVela,RepFilemonVela,RepFilemonVela,RepFilemonVela,,116,House,21366,49,34,TX,100,,,"Jr., Filemon",V000132,1963,,-0.311,0.407,-92.02718,0.89185,804,36,,-0.447,0.492
francis rooney,Francis Rooney ,Rep,03-Jan-17,RepRooney,RepRooney,RepRooney,RepRooney,,116,House,21742,43,19,FL,200,,,"ROONEY, Francis",R000607,1953,,0.501,-0.494,-268.86408,0.60612,537,133,,0.486,-0.634
frank lucas,Frank Lucas ,Rep,10-May-94,RepFrankLucas,RepFrankLucas,RepFrankLucas,RepFrankLucas,,116,House,29393,53,3,OK,200,,,"LUCAS, Frank D.",L000491,1960,,0.366,0.42,-64.89332,0.91847,763,25,,0.338,0.609
frank pallone,Frank Pallone ,Rep,03-Jan-19,FrankPallone,FrankPallone,FrankPallone,FrankPallone,,116,House,15454,12,6,NJ,100,,,"PALLONE, Frank",P000034,1951,,-0.404,-0.171,-16.51611,0.97984,811,5,,-0.423,-0.382
fred upton,Fred Upton ,Rep,03-Jan-93,RepFredUpton,RepFredUpton,RepFredUpton,RepFredUpton,,116,House,15446,23,6,MI,200,,,"UPTON, Fred",U000031,1953,,0.32,-0.355,-192.31169,0.78773,806,92,,0.24,-0.044
frederica wilson,Frederica Wilson ,Rep,03-Jan-11,RepWilson,RepWilson,RepWilson,RepWilson,,116,House,21118,43,24,FL,100,,,"WILSON, Frederica",W000808,1942,,-0.478,-0.01,-12.48546,0.98313,734,4,,-0.538,0.027
french hill,French Hill ,Rep,03-Jan-15,RepFrenchHill,RepFrenchHill,RepFrenchHill,RepFrenchHill,,116,House,21503,42,2,AR,200,,,"HILL, French",H001072,1956,,0.436,0.271,-92.2542,0.89172,805,34,,0.421,0.337
g. butterfield,G. K. Butterfield,Rep,20-Jul-04,GKButterfield,GKButterfield,GKButterfield,GKButterfield,,116,House,20340,47,1,NC,100,,,"BUTTERFIELD, G. K.",B001251,1947,,-0.404,0.184,-21.51918,0.97352,802,8,,-0.422,0.099
garret graves,Garret Graves ,Rep,03-Jan-15,RepGarretGraves,RepGarretGraves,RepGarretGraves,RepGarretGraves,,116,House,21523,45,6,LA,200,,,"GRAVES, Garret",G000577,1972,,0.438,0.024,-128.02597,0.85022,789,58,,0.42,-0.016
gary palmer,Gary Palmer ,Rep,03-Jan-15,USRepGaryPalmer,USRepGaryPalmer,USRepGaryPalmer,USRepGaryPalmer,,116,House,21500,41,6,AL,200,,,"PALMER, Gary James",P000609,1954,,0.678,0.094,-96.87316,0.88432,788,38,,0.669,0.085
george holding,George Holding ,Rep,03-Jan-17,RepHolding,RepHolding,RepHolding,RepHolding,,116,House,21349,47,2,NC,200,,,"HOLDING, George E.B.",H001065,1968,,0.604,0.165,-81.25937,0.89069,702,33,,0.534,0.272
gerry connolly,Gerry Connolly ,Rep,03-Jan-09,GerryConnolly,GerryConnolly,GerryConnolly,GerryConnolly,,116,House,20952,40,11,VA,100,,,"CONNOLLY, Gerry",C001078,1950,,-0.306,-0.021,-51.49934,0.93795,804,25,,-0.246,-0.077
gil cisneros,Gil Cisneros ,Rep,03-Jan-19,RepGilCisneros,RepGilCisneros,RepGilCisneros,RepGilCisneros,,116,House,21907,71,39,CA,100,,,"CISNEROS, Gil",C001123,1971,,-0.376,0.575,-48.30079,0.94197,808,16,,-0.377,0.577
glenn grothman,Glenn Grothman ,Rep,03-Jan-15,RepGrothman,RepGrothman,RepGrothman,RepGrothman,,116,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955,,0.6,-0.267,-160.68573,0.8149,785,79,,0.606,-0.3
glenn thompson,Glenn Thompson ,Rep,03-Jan-09,CongressmanGT,CongressmanGT,CongressmanGT,CongressmanGT,,116,House,20946,14,15,PA,200,,,"THOMPSON, Glenn",T000467,1959,,0.32,0.397,-91.11722,0.89106,790,34,,0.336,0.403
grace meng,Grace Meng ,Rep,03-Jan-13,RepGraceMeng,RepGraceMeng,RepGraceMeng,RepGraceMeng,,116,House,21342,13,6,NY,100,,,"MENG, Grace",M001188,1975,,-0.377,-0.208,-60.09611,0.92737,797,26,,-0.281,-0.48
grace napolitano,Grace Napolitano ,Rep,03-Jan-99,GraceNapolitano,GraceNapolitano,GraceNapolitano,GraceNapolitano,,116,House,29903,71,32,CA,100,,,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.247,-18.34002,0.97742,803,9,,-0.479,-0.253
greg gianforte,Greg Gianforte ,Rep,21-Jun-17,GregForMontana,,,,GregForMontana,116,House,21751,64,1,MT,200,,,"GIANFORTE, Greg",G000584,1961,,0.431,0.085,-99.53171,0.87089,720,40,,0.435,0.095
greg pence,Greg Pence ,Rep,03-Jan-19,RepGregPence,RepGregPence,RepGregPence,RepGregPence,,116,House,21952,22,6,IN,200,,,"PENCE, Greg",P000615,1956,,0.545,0.006,-119.11338,0.86102,796,55,,0.457,0.357
greg stanton,Greg Stanton ,Rep,03-Jan-19,RepGregStanton,RepGregStanton,RepGregStanton,RepGregStanton,,116,House,21968,61,9,AZ,100,,,"STANTON, Greg",S001211,1970,,-0.297,0.204,-26.19262,0.96814,809,6,,-0.313,-0.042
greg steube,Greg Steube ,Rep,03-Jan-19,RepGregSteube,RepGregSteube,RepGregSteube,RepGregSteube,,116,House,21971,43,17,FL,200,,,"STEUBE, Greg",S001214,1978,,0.685,-0.271,-129.98119,0.84704,783,59,,0.66,-0.34
greg walden,Greg Walden ,Rep,03-Jan-99,RepGregWalden,RepGregWalden,RepGregWalden,RepGregWalden,,116,House,29932,72,2,OR,200,,,"WALDEN, Greg",W000791,1957,,0.333,-0.011,-131.97424,0.8481,801,54,,0.281,0.191
gregory meeks,Gregory Meeks ,Rep,03-Feb-98,RepGregoryMeeks,RepGregoryMeeks,RepGregoryMeeks,RepGregoryMeeks,,116,House,29776,13,5,NY,100,,,"MEEKS, Gregory",M001137,1953,,-0.414,-0.072,-18.49462,0.97624,769,7,,-0.528,0.065
gus bilirakis,Gus Bilirakis ,Rep,03-Jan-07,RepGusBilirakis,RepGusBilirakis,RepGusBilirakis,RepGusBilirakis,,116,House,20758,43,12,FL,200,,,"BILIRAKIS, Gus",B001257,1963,,0.407,0.023,-125.92739,0.85126,782,57,,0.406,0.003
guy reschenthaler,Guy Reschenthaler ,Rep,03-Jan-19,GReschenthaler,GReschenthaler,GReschenthaler,GReschenthaler,,116,House,21956,14,14,PA,200,,,"RESCHENTHALER, Guy",R000610,1983,,0.366,0.364,-95.91984,0.88302,771,36,,0.358,0.386
gwen moore,Gwen Moore ,Rep,03-Jan-05,RepGwenMoore,RepGwenMoore,RepGwenMoore,RepGwenMoore,,116,House,20537,25,4,WI,100,,,"MOORE, Gwen",M001160,1951,,-0.526,-0.253,-32.81202,0.95977,799,15,,-0.433,-0.4
hakeem jeffries,Hakeem Jeffries ,Rep,03-Jan-19,RepJeffries,RepJeffries,RepJeffries,RepJeffries,,116,House,21343,13,8,NY,100,,,"JEFFRIES, Hakeem",J000294,1970,,-0.488,-0.092,-18.14962,0.97751,798,6,,-0.499,-0.124
hal rogers,Hal Rogers ,Rep,03-Jan-81,RepHalRogers,RepHalRogers,RepHalRogers,RepHalRogers,,116,House,14854,51,5,KY,200,,,"ROGERS, Hal",R000395,1937,,0.338,0.121,-89.84619,0.89364,799,27,,0.336,0.593
haley stevens,Haley Stevens ,Rep,03-Jan-19,RepHaleyStevens,RepHaleyStevens,RepHaleyStevens,RepHaleyStevens,,116,House,21972,23,11,MI,100,,,"STEVENS, Haley",S001215,1983,,-0.345,0.284,-41.12659,0.95049,810,18,,-0.337,0.364
hank johnson,Hank Johnson ,Rep,03-Jan-07,RepHankJohnson,RepHankJohnson,RepHankJohnson,RepHankJohnson,,116,House,20712,44,4,GA,100,,,"JOHNSON, Hank",J000288,1954,,-0.469,-0.003,-36.2724,0.95583,803,10,,-0.461,-0.075
harley rouda,Harley Rouda ,Rep,03-Jan-19,RepHarley,RepHarley,RepHarley,RepHarley,,116,House,21960,71,48,CA,100,,,"ROUDA, Harley",R000616,1961,,-0.336,0.559,-42.41024,0.94792,793,11,,-0.336,0.56
henry cuellar,Henry Cuellar ,Rep,03-Jan-05,RepCuellar,RepCuellar,RepCuellar,RepCuellar,,116,House,20533,49,28,TX,100,,,"CUELLAR, Henry",C001063,1955,,-0.228,0.616,-141.46838,0.83939,808,67,,-0.359,0.9
ilhan omar,Ilhan Omar ,Rep,03-Jan-19,Ilhan,Ilhan,Ilhan,Ilhan,,116,House,21950,33,5,MN,100,,,"OMAR, Ilhan",O000173,1982,,-0.293,-0.956,-55.4702,0.93118,778,26,,-0.278,-0.961
jack bergman,Jack Bergman ,Rep,03-Jan-19,RepJackBergman,RepJackBergman,RepJackBergman,RepJackBergman,,116,House,21704,23,1,MI,200,,,"BERGMAN, Jack",B001301,1947,,0.431,0.102,-131.61246,0.84725,794,62,,0.43,0.095
jackie speier,Jackie Speier ,Rep,03-Jan-13,RepSpeier,RepSpeier,RepSpeier,RepSpeier,,116,House,20762,71,14,CA,100,,,"SPEIER, Jackie",S001175,1950,,-0.381,-0.41,-40.95259,0.9484,773,9,,-0.316,-0.227
jackie walorski,Jackie Walorski ,Rep,03-Jan-13,RepWalorski,RepWalorski,RepWalorski,RepWalorski,,116,House,21330,22,2,IN,200,,,"WALORSKI, Jackie",W000813,1963,2022,0.436,0.315,-86.07111,0.8959,783,38,,0.39,0.371
jahana hayes,Jahana Hayes ,Rep,03-Jan-19,RepJahanaHayes,RepJahanaHayes,RepJahanaHayes,RepJahanaHayes,,116,House,21931,1,5,CT,100,,,"HAYES, Jahana",H001081,1973,,-0.367,-0.108,-21.12739,0.97321,778,6,,-0.372,-0.031
jaime beutler,Jaime Herrera Beutler,Rep,03-Jan-11,HerreraBeutler,HerreraBeutler,HerreraBeutler,HerreraBeutler,,116,House,21187,73,3,WA,200,,,"BEUTLER, Jaime",H001056,1978,,0.336,-0.129,-131.37222,0.81417,639,63,,0.285,-0.059
james comer,James Comer ,Rep,08-Nov-16,KYComer,KYComer,,,(Name is present with no Twitter handle in Github),116,House,21565,51,1,KY,200,,,"COMER, James",C001108,1972,,0.591,-0.009,-131.74827,0.84886,804,68,,0.638,0.028
james langevin,James Langevin ,Rep,03-Jan-01,JimLangevin,JimLangevin,JimLangevin,JimLangevin,,116,House,20136,5,2,RI,100,,,"LANGEVIN, James",L000559,1964,,-0.375,0.114,-33.49212,0.95935,807,8,,-0.292,0.018
jamie raskin,Jamie Raskin ,Rep,03-Jan-17,repraskin,repraskin,repraskin,repraskin,,116,House,21741,52,8,MD,100,,,"RASKIN, Jamie Ben",R000606,1962,,-0.535,-0.262,-17.9597,0.97799,807,7,,-0.486,-0.544
jan schakowsky,Jan Schakowsky ,Rep,03-Jan-99,JanSchakowsky,JanSchakowsky,JanSchakowsky,JanSchakowsky,,116,House,29911,21,9,IL,100,,,"SCHAKOWSKY, Jan",S001145,1944,,-0.605,-0.272,-16.62009,0.97946,801,6,,-0.517,-0.479
jared golden,Jared Golden ,Rep,03-Jan-19,repgolden,repgolden,repgolden,repgolden,,116,House,21923,2,2,ME,100,,,"GOLDEN, Jared",G000592,1982,,-0.118,0.372,-175.24979,0.80566,811,65,,-0.123,0.367
jared huffman,Jared Huffman ,Rep,03-Jan-13,RepHuffman,RepHuffman,RepHuffman,RepHuffman,,116,House,21303,71,2,CA,100,,,"HUFFMAN, Jared",H001068,1964,,-0.432,-0.55,-27.68646,0.96535,785,10,,-0.428,-0.684
jason crow,Jason Crow ,Rep,03-Jan-19,RepJasonCrow,RepJasonCrow,RepJasonCrow,RepJasonCrow,,116,House,21912,62,6,CO,100,,,"CROW, Jason",C001121,1979,,-0.28,0.28,-49.53247,0.94068,810,24,,-0.273,0.408
jason smith,Jason Smith ,Rep,03-Jan-17,RepJasonSmith,RepJasonSmith,RepJasonSmith,RepJasonSmith,,116,House,21373,34,8,MO,200,,,"SMITH, Jason",S001195,1980,,0.584,0.251,-100.287,0.88355,810,48,,0.582,0.107
jeff duncan,Jeff Duncan ,Rep,03-Jan-11,RepJeffDuncan,RepJeffDuncan,RepJeffDuncan,RepJeffDuncan,,116,House,21174,48,3,SC,200,,,"DUNCAN, Jeff",D000615,1966,,0.7,-0.082,-106.30826,0.8735,786,42,,0.714,-0.132
jeff fortenberry,Jeff Fortenberry ,Rep,03-Jan-05,JeffFortenberry,JeffFortenberry,JeffFortenberry,JeffFortenberry,,116,House,20518,35,1,NE,200,,,"FORTENBERRY, Jeff",F000449,1960,,0.304,-0.061,-163.1146,0.81323,789,72,,0.306,-0.034
jeff drew,Jeff Van Drew,Rep,03-Jan-19,CongressmanJVD,CongressmanJVD,CongressmanJVD,CongressmanJVD,,116,House,21980,12,2,NJ,100,,,"DREW, Jeff",V000133,1953,,-0.147,0.644,-89.13305,0.85956,589,37,,-0.147,0.643
jennifer wexton,Jennifer Wexton ,Rep,03-Jan-19,RepWexton,RepWexton,RepWexton,RepWexton,,116,House,21983,40,10,VA,100,,,"WEXTON, Jennifer",W000825,1968,,-0.329,0.313,-30.02479,0.96357,809,16,,-0.413,0.493
jenniffer gonzalez,Jenniffer Gonzalez ,Rep,03-Jan-17,RepJenniffer,RepJenniffer,RepJenniffer,RepJenniffer,,116,House,21992,92,0,PR,200,,,"Gonzalez, Jenniffer",G000582,1976,,0.258,0.3,-61.44487,0.73089,196,25,,0.294,0.181
jerrold nadler,Jerrold Nadler ,Rep,03-Nov-92,RepJerryNadler,RepJerryNadler,RepJerryNadler,RepJerryNadler,,116,House,29377,13,10,NY,100,,,"NADLER, Jerrold Lewis",N000002,1947,,-0.508,-0.499,-18.31899,0.97705,789,7,,-0.544,-0.367
jerry mcnerney,Jerry McNerney ,Rep,03-Jan-07,RepMcNerney,RepMcNerney,RepMcNerney,RepMcNerney,,116,House,20702,71,9,CA,100,,,"McNERNEY, Jerry",M001166,1951,,-0.263,-0.159,-19.97492,0.97494,787,8,,-0.428,-0.167
jesas garcaa,Jesas Garcaa ,Rep,03-Jan-19,RepChuyGarcia,RepChuyGarcia,RepChuyGarcia,RepChuyGarcia,,116,House,21921,21,4,IL,100,,,"Garcaa, Jesas",G000586,1956,,-0.453,-0.826,-27.37056,0.96661,806,11,,-0.459,-0.784
jim baird,Jim Baird ,Rep,03-Jan-19,RepJimBaird,RepJimBaird,RepJimBaird,RepJimBaird,,116,House,21903,22,4,IN,200,,,"BAIRD, Jim",B001307,1945,,0.481,0.343,-86.86017,0.89808,808,36,,0.427,0.668
jim banks,Jim Banks ,Rep,03-Jan-17,RepJimBanks,RepJimBanks,RepJimBanks,RepJimBanks,,116,House,21702,22,3,IN,200,,,"BANKS, Jim",B001299,1979,,0.645,0.011,-112.07535,0.87018,806,56,,0.634,0.029
jim clyburn,Jim Clyburn ,Rep,03-Jan-93,WhipClyburn,WhipClyburn,WhipClyburn,WhipClyburn,,116,House,39301,48,6,SC,100,,,"CLYBURN, Jim",C000537,1940,,-0.464,0.253,-26.60626,0.96421,730,9,,-0.386,0.083
jim cooper,Jim Cooper ,Rep,03-Jan-03,RepJimCooper,RepJimCooper,RepJimCooper,RepJimCooper,,116,House,15019,54,5,TN,100,,,"COOPER, Jim",C000754,1954,,-0.164,-0.033,-91.72252,0.89155,799,23,,-0.264,0.252
